,Power,Sound,Class
999,13.47,48.02,Норма
1000,13.47,47.72,Норма
1001,13.54,47.72,Норма
1002,13.54,54.93,Норма
1003,13.48,54.93,Норма
1004,13.48,47.55,Норма
1005,13.49,47.55,Норма
1006,13.49,47.75,Норма
1007,13.43,47.75,Норма
1008,13.43,48.5,Норма
1009,13.61,48.5,Норма
1010,13.61,48.08,Норма
1011,13.53,48.08,Норма
1012,13.53,47.71,Норма
1013,13.52,47.71,Норма
1014,13.52,48.09,Норма
1015,13.51,48.09,Норма
1016,13.51,47.84,Норма
1017,13.53,47.84,Норма
1018,13.53,48.01,Норма
1019,13.48,48.01,Норма
1020,13.48,48.11,Норма
1021,13.53,48.11,Норма
1022,13.53,48.17,Норма
1023,13.5,48.17,Норма
1024,13.5,48.27,Норма
1025,13.48,48.27,Норма
1026,13.48,47.87,Норма
1027,13.58,47.87,Норма
1028,13.58,48.04,Норма
1029,13.55,48.04,Норма
1030,13.55,47.97,Норма
1031,13.54,47.97,Норма
1032,13.54,47.79,Норма
1033,13.49,47.79,Норма
1034,13.49,47.59,Норма
1035,13.4,47.59,Норма
1036,13.4,48.22,Норма
1037,13.44,48.22,Норма
1038,13.44,47.62,Норма
1039,13.4,47.62,Норма
1040,13.38,47.62,Норма
1041,13.38,48.18,Норма
1042,13.4,48.18,Норма
1043,13.4,47.84,Норма
1044,13.36,47.84,Норма
1045,13.36,47.6,Норма
1046,13.39,47.6,Норма
1047,13.39,47.67,Норма
1048,13.36,47.67,Норма
1049,13.36,47.88,Норма
1050,13.34,47.88,Норма
1051,13.34,47.68,Норма
1052,13.35,47.68,Норма
1053,13.35,47.95,Норма
1054,13.36,47.95,Норма
1055,13.36,47.78,Норма
1056,13.35,47.78,Норма
1057,13.35,47.89,Норма
1058,13.38,47.89,Норма
1059,13.38,47.79,Норма
1060,13.39,47.79,Норма
1061,13.39,48.92,Норма
1062,13.38,48.92,Норма
1063,13.38,47.74,Норма
1064,13.37,47.74,Норма
1065,13.37,50.79,Норма
1066,13.41,50.79,Норма
1067,13.41,50.13,Норма
1068,13.41,48.37,Норма
1069,13.35,48.37,Норма
1070,13.35,48.11,Норма
1071,13.34,48.11,Норма
1072,13.34,47.66,Норма
1073,13.33,47.66,Норма
1074,13.33,47.47,Норма
1075,13.32,47.47,Норма
1076,13.32,47.7,Норма
1077,13.32,47.68,Норма
1078,13.33,47.68,Норма
1079,13.33,48.21,Норма
1080,13.36,48.21,Норма
1081,13.36,47.75,Норма
1082,13.34,47.75,Норма
1083,13.34,47.81,Норма
1084,13.35,47.81,Норма
1085,13.35,47.58,Норма
1086,13.29,47.58,Норма
1087,13.29,47.87,Норма
1088,13.3,47.87,Норма
1089,13.3,47.84,Норма
1090,13.34,47.84,Норма
1091,13.34,48.14,Норма
1092,13.3,48.14,Норма
1093,13.3,48.27,Норма
1094,13.3,47.98,Норма
1095,13.36,47.98,Норма
1096,13.36,47.75,Норма
1097,13.36,48.01,Норма
1098,13.33,48.01,Норма
1099,13.33,47.59,Норма
1100,13.32,47.59,Норма
1101,13.32,47.62,Норма
1102,13.31,47.62,Норма
1103,13.31,47.75,Норма
1104,13.33,47.75,Норма
1105,13.33,47.69,Норма
1106,13.37,47.69,Норма
1107,13.37,47.71,Норма
1108,13.36,47.71,Норма
1109,13.36,47.68,Норма
1110,13.3,47.68,Норма
1111,13.3,47.75,Норма
1112,13.32,47.75,Норма
1113,13.32,47.45,Норма
1114,13.34,47.45,Норма
1115,13.34,47.81,Норма
1116,13.29,47.81,Норма
1117,13.29,48.38,Норма
1118,13.3,48.38,Норма
1119,13.3,48.23,Норма
1120,13.33,48.23,Норма
1121,13.33,47.98,Норма
1122,13.36,47.98,Норма
1123,13.36,47.68,Норма
1124,13.29,47.68,Норма
1125,13.29,48.1,Норма
1126,13.31,48.1,Норма
1127,13.31,48,Норма
1128,13.27,48,Норма
1129,13.27,47.85,Норма
1130,13.33,47.85,Норма
1131,13.26,47.85,Норма
1132,13.26,48.08,Норма
1133,13.3,48.08,Норма
1134,13.3,47.88,Норма
1135,13.34,47.88,Норма
1136,13.34,47.82,Норма
1137,13.29,47.82,Норма
1138,13.29,47.78,Норма
1139,13.33,47.78,Норма
1140,13.33,48.17,Норма
1141,13.34,48.17,Норма
1142,13.34,48.18,Норма
1143,13.37,48.18,Норма
1144,13.37,48.32,Норма
1145,13.4,48.32,Норма
1146,13.4,47.89,Норма
1147,13.43,47.89,Норма
1148,13.43,48.06,Норма
1149,13.42,48.06,Норма
1150,13.42,47.89,Норма
1151,13.39,47.89,Норма
1152,13.39,47.67,Норма
1153,13.35,47.67,Норма
1154,13.35,47.79,Норма
1155,13.38,47.79,Норма
1156,13.38,47.85,Норма
1157,13.44,47.85,Норма
1158,13.44,48.21,Норма
1159,13.44,47.57,Норма
1160,13.38,47.57,Норма
1161,13.38,47.16,Норма
1162,13.34,47.16,Норма
1163,13.34,47.84,Норма
1164,13.38,47.84,Норма
1165,13.38,47.47,Норма
1166,13.33,47.47,Норма
1167,13.33,47.67,Норма
1168,13.36,47.67,Норма
1169,13.36,47.65,Норма
1170,13.31,47.65,Норма
1171,13.31,48.14,Норма
1172,13.33,48.14,Норма
1173,13.33,47.66,Норма
1174,13.23,47.66,Норма
1175,13.23,48.15,Норма
1176,13.28,48.15,Норма
1177,13.28,48.13,Норма
1178,13.35,48.13,Норма
1179,13.35,47.73,Норма
1180,13.25,47.73,Норма
1181,13.25,48.45,Норма
1182,13.24,48.45,Норма
1183,13.24,47.8,Норма
1184,13.22,47.8,Норма
1185,13.22,47.93,Норма
1186,13.18,47.93,Норма
1187,13.18,48.2,Норма
1188,13.15,48.2,Норма
1189,13.15,47.78,Норма
1190,13.16,47.78,Норма
1191,13.22,47.78,Норма
1192,13.22,48.18,Норма
1193,13.17,48.18,Норма
1194,13.17,47.69,Норма
1195,13.22,47.69,Норма
1196,13.22,47.87,Норма
1197,13.2,47.87,Норма
1198,13.2,48.43,Норма
1199,13.21,48.43,Норма
1200,13.21,47.89,Норма
1201,13.18,47.89,Норма
1202,13.18,48.21,Норма
1203,13.2,48.21,Норма
1204,13.2,47.78,Норма
1205,13.22,47.78,Норма
1206,13.22,47.84,Норма
1207,13.23,47.84,Норма
1208,13.23,48.16,Норма
1209,13.25,48.16,Норма
1210,13.25,47.58,Норма
1211,13.19,47.58,Норма
1212,13.19,48.14,Норма
1213,13.23,48.14,Норма
1214,13.23,48.08,Норма
1215,13.2,48.08,Норма
1216,13.2,47.82,Норма
1217,13.21,47.82,Норма
1218,13.21,48.35,Норма
1219,13.27,48.35,Норма
1220,13.27,48.39,Норма
1221,13.25,48.39,Норма
1222,13.25,48.04,Норма
1223,13.17,48.04,Норма
1224,13.17,48.06,Норма
1225,13.15,48.06,Норма
1226,13.15,47.61,Норма
1227,13.22,47.61,Норма
1228,13.22,47.98,Норма
1229,13.25,47.98,Норма
1230,13.25,47.96,Норма
1231,13.31,47.96,Норма
1232,13.31,48.03,Норма
1233,13.32,48.03,Норма
1234,13.32,48.05,Норма
1235,13.36,48.05,Норма
1236,13.32,48.05,Норма
1237,13.32,47.71,Норма
1238,13.26,47.71,Норма
1239,13.26,47.72,Норма
1240,13.34,47.72,Норма
1241,13.34,47.55,Норма
1242,13.32,47.55,Норма
1243,13.32,47.77,Норма
1244,13.38,47.77,Норма
1245,13.38,47.83,Норма
1246,13.4,47.83,Норма
1247,13.4,48.15,Норма
1248,13.39,48.15,Норма
1249,13.39,48.21,Норма
1250,13.37,48.21,Норма
1251,13.37,48.49,Норма
1252,13.41,48.49,Норма
1253,13.41,47.59,Норма
1254,13.34,47.59,Норма
1255,13.34,48.01,Норма
1256,13.35,48.01,Норма
1257,13.35,47.79,Норма
1258,13.36,47.79,Норма
1259,13.36,47.92,Норма
1260,13.37,47.92,Норма
1261,13.37,49.96,Норма
1262,13.37,48.03,Норма
1263,13.46,48.03,Норма
1264,13.46,47.57,Норма
1265,13.47,47.57,Норма
1266,13.47,48.17,Норма
1267,13.35,48.17,Норма
1268,13.35,48.23,Норма
1269,13.43,48.23,Норма
1270,13.43,48.26,Норма
1271,13.51,48.26,Норма
1272,13.51,48.14,Норма
1273,13.47,48.14,Норма
1274,13.47,48.01,Норма
1275,13.45,48.01,Норма
1276,13.45,48.06,Норма
1277,13.41,48.06,Норма
1278,13.41,48.64,Норма
1279,13.46,48.64,Норма
1280,13.46,47.8,Норма
1281,13.46,47.88,Норма
1282,13.46,47.89,Норма
1283,13.44,47.89,Норма
1284,13.44,47.85,Норма
1285,13.4,47.85,Норма
1286,13.4,47.44,Норма
1287,13.37,47.44,Норма
1288,13.37,47.54,Норма
1289,13.45,47.54,Норма
1290,13.45,47.53,Норма
1291,13.4,47.53,Норма
1292,13.4,47.35,Норма
1293,13.44,47.35,Норма
1294,13.44,47.6,Норма
1295,13.37,47.6,Норма
1296,13.37,47.48,Норма
1297,13.37,47.37,Норма
1298,13.38,47.37,Норма
1299,13.38,47.48,Норма
1300,13.36,47.48,Норма
1301,13.36,47.52,Норма
1302,13.33,47.52,Норма
1303,13.33,47.41,Норма
1304,13.42,47.41,Норма
1305,13.42,47.67,Норма
1306,13.4,47.67,Норма
1307,13.4,47.77,Норма
1308,13.44,47.77,Норма
1309,13.44,47.87,Норма
1310,13.38,47.87,Норма
1311,13.38,47.66,Норма
1312,13.37,47.66,Норма
1313,13.37,47.89,Норма
1314,13.27,47.89,Норма
1315,13.27,47.5,Норма
1316,13.35,47.5,Норма
1317,13.35,47.98,Норма
1318,13.34,47.98,Норма
1319,13.34,47.72,Норма
1320,13.32,47.72,Норма
1321,13.32,47.89,Норма
1322,13.32,47.91,Норма
1323,13.3,47.91,Норма
1324,13.3,54.05,Норма
1325,13.38,54.05,Норма
1326,13.38,48.14,Норма
1327,13.37,48.14,Норма
1328,13.37,48.61,Норма
1329,13.39,48.61,Норма
1330,13.39,47.61,Норма
1331,13.33,47.61,Норма
1332,13.33,47.85,Норма
1333,13.37,47.85,Норма
1334,13.37,47.67,Норма
1335,13.33,47.67,Норма
1336,13.33,47.92,Норма
1337,13.35,47.92,Норма
1338,13.35,47.74,Норма
1339,13.32,47.74,Норма
1340,13.32,47.73,Норма
1341,13.37,47.73,Норма
1342,13.37,47.63,Норма
1343,13.4,47.63,Норма
1344,13.4,48.36,Норма
1345,13.35,48.36,Норма
1346,13.35,47.71,Норма
1347,13.3,47.71,Норма
1348,13.3,48.03,Норма
1349,13.28,48.03,Норма
1350,13.28,47.73,Норма
1351,13.3,47.73,Норма
1352,13.3,47.77,Норма
1353,13.31,47.77,Норма
1354,13.31,47.73,Норма
1355,13.34,47.73,Норма
1356,13.34,49.29,Норма
1357,13.31,49.29,Норма
1358,13.31,48.11,Норма
1359,13.34,48.11,Норма
1360,13.34,48.09,Норма
1361,13.35,48.09,Норма
1362,13.35,47.8,Норма
1363,13.31,47.8,Норма
1364,13.31,48.11,Норма
1365,13.33,48.11,Норма
1366,13.33,47.37,Норма
1367,13.32,47.37,Норма
1368,13.32,47.81,Норма
1369,13.39,47.81,Норма
1370,13.39,47.74,Норма
1371,13.39,48.18,Норма
1372,13.4,48.18,Норма
1373,13.4,48.09,Норма
1374,13.39,48.09,Норма
1375,13.39,48.93,Норма
1376,13.32,48.93,Норма
1377,13.32,48.1,Норма
1378,13.37,48.1,Норма
1379,13.37,48.51,Норма
1380,13.4,48.51,Норма
1381,13.4,48.3,Норма
1382,13.35,48.3,Норма
1383,13.35,48.13,Норма
1384,13.37,48.13,Норма
1385,13.37,47.8,Норма
1386,13.33,47.8,Норма
1387,13.33,47.87,Норма
1388,13.37,47.87,Норма
1389,13.37,48.27,Норма
1390,13.36,48.27,Норма
1391,13.36,48.3,Норма
1392,13.32,48.3,Норма
1393,13.32,47.7,Норма
1394,13.26,47.7,Норма
1395,13.26,48.28,Норма
1396,13.3,48.28,Норма
1397,13.3,47.53,Норма
1398,13.34,47.53,Норма
1399,13.34,49.32,Норма
1400,13.37,49.32,Норма
1401,13.37,47.84,Норма
1402,13.34,47.84,Норма
1403,13.34,49.87,Норма
1404,13.35,49.87,Норма
1405,13.35,49.48,Норма
1406,13.34,49.48,Норма
1407,13.34,48.49,Норма
1408,13.33,48.49,Норма
1409,13.33,50.62,Норма
1410,13.31,50.62,Норма
1411,13.31,47.93,Норма
1412,13.44,47.93,Норма
1413,13.44,49.12,Норма
1414,13.39,49.12,Норма
1415,13.39,47.82,Норма
1416,13.43,47.82,Норма
1417,13.43,47.93,Норма
1418,13.34,47.93,Норма
1419,13.34,48,Норма
1420,13.43,48,Норма
1421,13.43,47.72,Норма
1422,13.43,47.56,Норма
1423,13.4,47.56,Норма
1424,13.4,47.99,Норма
1425,13.41,47.99,Норма
1426,13.41,47.67,Норма
1427,13.46,47.67,Норма
1428,13.46,48.2,Норма
1429,13.49,48.2,Норма
1430,13.49,47.9,Норма
1431,13.47,47.9,Норма
1432,13.47,47.69,Норма
1433,13.5,47.69,Норма
1434,13.5,48,Норма
1435,13.49,48,Норма
1436,13.49,47.69,Норма
1437,13.48,47.69,Норма
1438,13.48,47.8,Норма
1439,13.46,47.8,Норма
1440,13.46,47.67,Норма
1441,13.45,47.67,Норма
1442,13.45,48.14,Норма
1443,13.47,48.14,Норма
1444,13.47,47.28,Норма
1445,13.47,47.7,Норма
1446,13.48,47.7,Норма
1447,13.48,48.21,Норма
1448,13.48,47.61,Норма
1449,13.5,47.61,Норма
1450,13.5,47.86,Норма
1451,13.48,47.86,Норма
1452,13.48,47.87,Норма
1453,13.5,47.87,Норма
1454,13.5,48.14,Норма
1455,13.5,48.32,Норма
1456,13.46,48.32,Норма
1457,13.46,49.72,Норма
1458,13.47,49.72,Норма
1459,13.47,49.34,Норма
1460,13.44,49.34,Норма
1461,13.44,47.81,Норма
1462,13.35,47.81,Норма
1463,13.35,48.2,Норма
1464,13.37,48.2,Норма
1465,13.37,47.57,Норма
1466,13.38,47.57,Норма
1467,13.38,47.73,Норма
1468,13.43,47.73,Норма
1469,13.43,47.67,Норма
1470,13.43,53.75,Норма
1471,13.42,53.75,Норма
1472,13.42,49.52,Норма
1473,13.44,49.52,Норма
1474,13.44,49.6,Норма
1475,13.39,49.6,Норма
1476,13.39,48.12,Норма
1477,13.46,48.12,Норма
1478,13.46,48.57,Норма
1479,13.51,48.57,Норма
1480,13.51,48.98,Норма
1481,13.41,48.98,Норма
1482,13.41,48.13,Норма
1483,13.43,48.13,Норма
1484,13.43,48.03,Норма
1485,13.41,48.03,Норма
1486,13.41,48.74,Норма
1487,13.43,48.74,Норма
1488,13.43,48.44,Норма
1489,13.48,48.44,Норма
1490,13.48,48.52,Норма
1491,13.49,48.52,Норма
1492,13.49,47.59,Норма
1493,13.46,47.59,Норма
1494,13.46,48.54,Норма
1495,13.43,48.54,Норма
1496,13.43,48.02,Норма
1497,13.44,48.02,Норма
1498,13.44,47.83,Норма
1499,13.43,47.83,Норма
1500,13.43,57.06,Норма
1501,13.45,57.06,Норма
1502,13.45,50.76,Норма
1503,13.45,47.82,Норма
1504,13.45,49.08,Норма
1505,13.48,49.08,Норма
1506,13.48,55.06,Норма
1507,13.44,55.06,Норма
1508,13.44,53.28,Норма
1509,13.45,53.28,Норма
1510,13.45,47.99,Норма
1511,13.51,47.99,Норма
1512,13.51,48.13,Норма
1513,13.5,48.13,Норма
1514,13.5,48.11,Норма
1515,13.49,48.11,Норма
1516,13.49,43.68,Повышенная нагрузка
1517,15.32,43.68,Повышенная нагрузка
1518,15.32,46.04,Повышенная нагрузка
1519,13.46,46.04,Норма
1520,13.46,42.61,Повышенная нагрузка
1521,15.73,42.61,Повышенная нагрузка
1522,15.73,42.75,Повышенная нагрузка
1523,13.63,42.75,Норма
1524,13.63,47.08,Норма
1525,13.42,47.08,Норма
1526,13.42,46.86,Норма
1527,13.42,47.25,Повышенная нагрузка
1528,15.69,47.25,Повышенная нагрузка
1529,15.69,42.45,Остановка
1530,14.17,42.45,Норма
1531,14.17,47.48,Повышенная нагрузка
1532,13.46,47.48,Повышенная нагрузка
1533,13.46,48.06,Норма
1534,13.52,48.06,Норма
1535,13.52,42.91,Повышенная нагрузка
1536,15.48,42.91,Повышенная нагрузка
1537,15.48,44.5,Повышенная нагрузка
1538,13.5,44.5,Норма
1539,13.5,43.71,Повышенная нагрузка
1540,15.74,43.71,Повышенная нагрузка
1541,15.74,42.73,Повышенная нагрузка
1542,13.49,42.73,Норма
1543,13.49,49.21,Норма
1544,13.44,49.21,Норма
1545,13.44,48.58,Норма
1546,13.42,48.58,Норма
1547,13.42,48.13,Норма
1548,13.39,48.13,Норма
1549,13.39,47.78,Повышенная нагрузка
1550,15.6,47.78,Повышенная нагрузка
1551,15.6,43.4,Попадание в лопасти
1552,15.6,50.2,Попадание в лопасти
1553,13.8,50.2,Норма
1554,13.8,48.72,Норма
1555,13.4,48.72,Норма
1556,13.4,48.39,Норма
1557,13.37,48.39,Норма
1558,13.37,49.98,Повышенная нагрузка
1559,14.06,49.98,Повышенная нагрузка
1560,14.06,47.94,Повышенная нагрузка
1561,13.27,47.94,Повышенная нагрузка
1562,13.27,49.9,Повышенная нагрузка
1563,15.61,49.9,Повышенная нагрузка
1564,15.61,46.74,Остановка
1565,15.5,46.74,Остановка
1566,15.5,46.08,Повышенная нагрузка
1567,13.31,46.08,Норма
1568,13.31,48.38,Норма
1569,13.52,48.38,Норма
1570,13.52,45.48,Повышенная нагрузка
1571,15.3,45.48,Повышенная нагрузка
1572,15.3,49.17,Остановка
1573,15.54,49.17,Остановка
1574,15.54,42.49,Остановка
1575,15.53,42.49,Остановка
1576,15.53,46.23,Повышенная нагрузка
1577,13.74,46.23,Норма
1578,13.74,47.95,Норма
1579,13.17,47.95,Норма
1580,13.17,48.56,Повышенная нагрузка
1581,13.88,48.56,Повышенная нагрузка
1582,13.88,43.37,Остановка
1583,15.48,43.37,Остановка
1584,15.48,43.2,Остановка
1585,15.42,43.2,Остановка
1586,15.42,43.64,Остановка
1587,15.41,43.64,Попадание в лопасти
1588,15.41,54.35,Попадание в лопасти
1589,13.21,54.35,Норма
1590,13.21,48.67,Норма
1591,13.24,48.67,Норма
1592,13.24,48.36,Норма
1593,13.36,48.36,Норма
1594,13.36,47.02,Повышенная нагрузка
1595,14.25,47.02,Повышенная нагрузка
1596,14.25,43.3,Остановка
1597,15.41,43.3,Остановка
1598,15.41,43.13,Остановка
1599,15.38,43.13,Остановка
1600,15.38,43.25,Остановка
1601,15.22,43.25,Остановка
1602,15.22,42.65,Остановка
1603,14.58,42.65,Остановка
1604,14.58,44,Остановка
1605,14.83,44,Остановка
1606,14.83,42.51,Остановка
1607,15.3,42.51,Остановка
1608,15.3,42.8,Остановка
1609,15.36,42.8,Остановка
1610,15.36,42.73,Остановка
1611,15.15,42.73,Остановка
1612,15.15,45.27,Повышенная нагрузка
1613,13.13,45.27,Норма
1614,13.13,48.72,Норма
1615,13.18,48.72,Норма
